instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/d1291_05.gt,1290,100.0,86400.0,PTVRP_LAYERED,730335.0,245,0.000969300,0.00915
Instances/Instances 1/d1291_06.gt,1290,100.0,86400.0,PTVRP_LAYERED,728389.0,249,0.000950300,0.008172
Instances/Instances 1/d1291_07.gt,1290,100.0,86400.0,PTVRP_LAYERED,723980.0,256,0.000970000,0.009121
Instances/Instances 1/d1291_08.gt,1290,100.0,86400.0,PTVRP_LAYERED,719374.0,266,0.000976100,0.009372
Instances/Instances 1/d1291_09.gt,1290,100.0,86400.0,PTVRP_LAYERED,729990.0,254,0.000945699,0.009033
Instances/Instances 1/d1291_10.gt,1290,100.0,86400.0,PTVRP_LAYERED,722309.0,257,0.000951800,0.009167
Instances/Instances 1/d15112_01.gt,15111,100.0,86400.0,PTVRP_LAYERED,53788704.0,2388,0.004734800,0.021025
Instances/Instances 1/d15112_02.gt,15111,100.0,86400.0,PTVRP_LAYERED,54066537.0,2465,0.004789500,0.025529
Instances/Instances 1/d15112_03.gt,15111,100.0,86400.0,PTVRP_LAYERED,53486510.0,2389,0.004713799,0.024797
Instances/Instances 1/d15112_04.gt,15111,100.0,86400.0,PTVRP_LAYERED,53894103.0,2382,0.004792800,0.026893
Instances/Instances 1/d15112_05.gt,15111,100.0,86400.0,PTVRP_LAYERED,53460057.0,2426,0.004822300,0.02695
Instances/Instances 1/d15112_06.gt,15111,100.0,86400.0,PTVRP_LAYERED,54161669.0,2467,0.004845599,0.024324
Instances/Instances 1/d15112_07.gt,15111,100.0,86400.0,PTVRP_LAYERED,53932504.0,2432,0.004809000,0.024386
Instances/Instances 1/d15112_08.gt,15111,100.0,86400.0,PTVRP_LAYERED,53980038.0,2397,0.004799900,0.022771
Instances/Instances 1/d15112_09.gt,15111,100.0,86400.0,PTVRP_LAYERED,54274313.0,2419,0.004721300,0.020114
Instances/Instances 1/d15112_10.gt,15111,100.0,86400.0,PTVRP_LAYERED,53524620.0,2463,0.004761499,0.022622
Instances/Instances 1/d1655_01.gt,1654,100.0,86400.0,PTVRP_LAYERED,920931.0,323,0.001265000,0.010857
Instances/Instances 1/d1655_02.gt,1654,100.0,86400.0,PTVRP_LAYERED,952252.0,335,0.001296900,0.010354
Instances/Instances 1/d1655_03.gt,1654,100.0,86400.0,PTVRP_LAYERED,916468.0,329,0.001278400,0.00961
Instances/Instances 1/d1655_04.gt,1654,100.0,86400.0,PTVRP_LAYERED,925568.0,300,0.001268600,0.009614
Instances/Instances 1/d1655_05.gt,1654,100.0,86400.0,PTVRP_LAYERED,925252.0,320,0.001292200,0.009513
Instances/Instances 1/d1655_06.gt,1654,100.0,86400.0,PTVRP_LAYERED,927721.0,345,0.001281600,0.007941
Instances/Instances 1/d1655_07.gt,1654,100.0,86400.0,PTVRP_LAYERED,941813.0,318,0.001292900,0.010503
Instances/Instances 1/d1655_08.gt,1654,100.0,86400.0,PTVRP_LAYERED,943382.0,326,0.001279700,0.008972
Instances/Instances 1/d1655_09.gt,1654,100.0,86400.0,PTVRP_LAYERED,950915.0,328,0.001256700,0.009138
Instances/Instances 1/d1655_10.gt,1654,100.0,86400.0,PTVRP_LAYERED,951356.0,324,0.001271100,0.008687
Instances/Instances 1/d18512_01.gt,18511,100.0,86400.0,PTVRP_LAYERED,24130075.0,2865,0.011146899,0.032827
Instances/Instances 1/d18512_02.gt,18511,100.0,86400.0,PTVRP_LAYERED,23849978.0,2832,0.010972399,0.034616
Instances/Instances 1/d18512_03.gt,18511,100.0,86400.0,PTVRP_LAYERED,24156640.0,2808,0.011174299,0.028441
Instances/Instances 1/d18512_04.gt,18511,100.0,86400.0,PTVRP_LAYERED,24042189.0,2869,0.010940700,0.035638
Instances/Instances 1/d18512_05.gt,18511,100.0,86400.0,PTVRP_LAYERED,24062963.0,2846,0.011137300,0.034543
Instances/Instances 1/d18512_06.gt,18511,100.0,86400.0,PTVRP_LAYERED,24093922.0,2834,0.010847899,0.032298
Instances/Instances 1/d18512_07.gt,18511,100.0,86400.0,PTVRP_LAYERED,23909625.0,2780,0.011174999,0.036874
Instances/Instances 1/d18512_08.gt,18511,100.0,86400.0,PTVRP_LAYERED,24112175.0,2865,0.011041599,0.035695
Instances/Instances 1/d18512_09.gt,18511,100.0,86400.0,PTVRP_LAYERED,24267469.0,2864,0.011085400,0.032429
Instances/Instances 1/d18512_10.gt,18511,100.0,86400.0,PTVRP_LAYERED,24252644.0,2835,0.011179300,0.033473
Instances/Instances 1/d198_01.gt,197,100.0,86400.0,PTVRP_LAYERED,87758.0,48,0.000109500,0.007958
Instances/Instances 1/d198_02.gt,197,100.0,86400.0,PTVRP_LAYERED,92888.0,49,0.000105200,0.007751
Instances/Instances 1/d198_03.gt,197,100.0,86400.0,PTVRP_LAYERED,91745.0,51,0.000106200,0.006425
