instance,n,Q,horizon,solver,cost,templates,solve_seconds,solve_seconds_min,solve_seconds_spread,repeats,wall_seconds
Instances/Instances 1/d1291_02.gt,1290,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,367546.0,158,0.000929200,0.000929200,0.0000,1,0.008639
Instances/Instances 1/d1291_03.gt,1290,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,178154.0,70,0.000583000,0.000583000,0.0000,1,0.007058
Instances/Instances 1/d1291_04.gt,1290,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,110025.0,35,0.000413400,0.000413400,0.0000,1,0.007906
Instances/Instances 1/d1291_05.gt,1290,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,78610.0,18,0.000291300,0.000291300,0.0000,1,0.006758
Instances/Instances 1/d1291_06.gt,1290,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,61167.0,8,0.000163200,0.000163200,0.0000,1,0.007545
Instances/Instances 1/d1291_07.gt,1290,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,56230.0,5,0.000094000,0.000094000,0.0000,1,0.006629
Instances/Instances 1/d1291_08.gt,1290,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,53710.0,2,0.000109700,0.000109700,0.0000,1,0.007216
Instances/Instances 1/d1291_09.gt,1290,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,53688.0,1,0.000046100,0.000046100,0.0000,1,0.005801
Instances/Instances 1/d1291_10.gt,1290,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,53688.0,1,0.000050800,0.000050800,0.0000,1,0.006973
Instances/Instances 1/d15112_01.gt,15111,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,53788704.0,2388,0.007604100,0.007604100,0.0000,1,0.024761
Instances/Instances 1/d15112_02.gt,15111,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,27647861.0,1647,0.006457900,0.006457900,0.0000,1,0.026737
Instances/Instances 1/d15112_03.gt,15111,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,11626925.0,784,0.004849400,0.004849400,0.0000,1,0.024426
Instances/Instances 1/d15112_04.gt,15111,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,6549550.0,399,0.004181900,0.004181900,0.0000,1,0.024345
Instances/Instances 1/d15112_05.gt,15111,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,3986206.0,197,0.003004200,0.003004200,0.0000,1,0.025382
Instances/Instances 1/d15112_06.gt,15111,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2517833.0,82,0.002246200,0.002246200,0.0000,1,0.022863
Instances/Instances 1/d15112_07.gt,15111,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2016391.0,41,0.001596900,0.001596900,0.0000,1,0.018165
Instances/Instances 1/d15112_08.gt,15111,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,1832536.0,24,0.001348800,0.001348800,0.0000,1,0.018577
