instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/eg7146_01.gt,7145,100.0,86400.0,PTVRP_LINEAR,7966675.0,113,0.000536500,0.0139
Instances/Instances 1/eg7146_02.gt,7145,100.0,86400.0,PTVRP_LINEAR,7946392.0,112,0.000289000,0.012942
Instances/Instances 1/eg7146_03.gt,7145,100.0,86400.0,PTVRP_LINEAR,8090069.0,109,0.000292900,0.012934
Instances/Instances 1/eg7146_04.gt,7145,100.0,86400.0,PTVRP_LINEAR,7853256.0,114,0.000276500,0.012645
Instances/Instances 1/eg7146_05.gt,7145,100.0,86400.0,PTVRP_LINEAR,8006368.0,111,0.000286400,0.013349
Instances/Instances 1/eg7146_06.gt,7145,100.0,86400.0,PTVRP_LINEAR,7927777.0,113,0.000275500,0.013466
Instances/Instances 1/eg7146_07.gt,7145,100.0,86400.0,PTVRP_LINEAR,7883856.0,118,0.000313800,0.013999
Instances/Instances 1/eg7146_08.gt,7145,100.0,86400.0,PTVRP_LINEAR,7916137.0,117,0.000293600,0.01224
Instances/Instances 1/eg7146_09.gt,7145,100.0,86400.0,PTVRP_LINEAR,8007391.0,109,0.000280000,0.013656
Instances/Instances 1/eg7146_10.gt,7145,100.0,86400.0,PTVRP_LINEAR,7962711.0,114,0.000278700,0.011422
Instances/Instances 1/ei8246_01.gt,8245,100.0,86400.0,PTVRP_LINEAR,9031812.0,130,0.000322500,0.013845
Instances/Instances 1/ei8246_02.gt,8245,100.0,86400.0,PTVRP_LINEAR,8959467.0,128,0.000346400,0.015061
Instances/Instances 1/ei8246_03.gt,8245,100.0,86400.0,PTVRP_LINEAR,8961402.0,129,0.000337200,0.014955
Instances/Instances 1/ei8246_04.gt,8245,100.0,86400.0,PTVRP_LINEAR,8979451.0,127,0.000333900,0.014591
Instances/Instances 1/ei8246_05.gt,8245,100.0,86400.0,PTVRP_LINEAR,9007757.0,125,0.000341900,0.016752
Instances/Instances 1/ei8246_06.gt,8245,100.0,86400.0,PTVRP_LINEAR,8888349.0,132,0.000335600,0.014778
Instances/Instances 1/ei8246_07.gt,8245,100.0,86400.0,PTVRP_LINEAR,9009670.0,129,0.000362900,0.01322
Instances/Instances 1/ei8246_08.gt,8245,100.0,86400.0,PTVRP_LINEAR,8939946.0,128,0.000328500,0.011592
Instances/Instances 1/ei8246_09.gt,8245,100.0,86400.0,PTVRP_LINEAR,9057721.0,129,0.000327000,0.013818
Instances/Instances 1/ei8246_10.gt,8245,100.0,86400.0,PTVRP_LINEAR,8763601.0,132,0.000320700,0.014014
Instances/Instances 1/eil101_01.gt,100,100.0,86400.0,PTVRP_LINEAR,17604.0,1,0.000003300,0.007866
Instances/Instances 1/eil101_02.gt,100,100.0,86400.0,PTVRP_LINEAR,16952.0,1,0.000002400,0.006758
Instances/Instances 1/eil101_03.gt,100,100.0,86400.0,PTVRP_LINEAR,16952.0,1,0.000003200,0.009551
Instances/Instances 1/eil101_04.gt,100,100.0,86400.0,PTVRP_LINEAR,16300.0,1,0.000002600,0.00815
Instances/Instances 1/eil101_05.gt,100,100.0,86400.0,PTVRP_LINEAR,18908.0,1,0.000002700,0.006099
Instances/Instances 1/eil101_06.gt,100,100.0,86400.0,PTVRP_LINEAR,14996.0,1,0.000002500,0.006884
Instances/Instances 1/eil101_07.gt,100,100.0,86400.0,PTVRP_LINEAR,16952.0,1,0.000002500,0.007167
Instances/Instances 1/eil101_08.gt,100,100.0,86400.0,PTVRP_LINEAR,16300.0,1,0.000002400,0.007627
