instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/d657_06.gt,656,100.0,86400.0,PTVRP_CONT_FIX,375869.0,148,0.000396000,0.007323
Instances/Instances 1/d657_07.gt,656,100.0,86400.0,PTVRP_CONT_FIX,385403.0,148,0.000392700,0.006887
Instances/Instances 1/d657_08.gt,656,100.0,86400.0,PTVRP_CONT_FIX,397639.0,147,0.000385900,0.008256
Instances/Instances 1/d657_09.gt,656,100.0,86400.0,PTVRP_CONT_FIX,389290.0,154,0.000391100,0.008141
Instances/Instances 1/d657_10.gt,656,100.0,86400.0,PTVRP_CONT_FIX,388538.0,158,0.000391200,0.007279
Instances/Instances 1/dj38_01.gt,37,100.0,86400.0,PTVRP_CONT_FIX,17501.0,12,0.000008800,0.007328
Instances/Instances 1/dj38_02.gt,37,100.0,86400.0,PTVRP_CONT_FIX,18089.0,12,0.000008000,0.006964
Instances/Instances 1/dj38_03.gt,37,100.0,86400.0,PTVRP_CONT_FIX,16366.0,13,0.000008200,0.007045
Instances/Instances 1/dj38_04.gt,37,100.0,86400.0,PTVRP_CONT_FIX,15411.0,11,0.000007400,0.006012
Instances/Instances 1/dj38_05.gt,37,100.0,86400.0,PTVRP_CONT_FIX,15963.0,12,0.000007500,0.006715
Instances/Instances 1/dj38_06.gt,37,100.0,86400.0,PTVRP_CONT_FIX,15404.0,10,0.000007700,0.007379
Instances/Instances 1/dj38_07.gt,37,100.0,86400.0,PTVRP_CONT_FIX,17275.0,13,0.000007900,0.006241
Instances/Instances 1/dj38_08.gt,37,100.0,86400.0,PTVRP_CONT_FIX,16017.0,11,0.000008300,0.006797
Instances/Instances 1/dj38_09.gt,37,100.0,86400.0,PTVRP_CONT_FIX,14245.0,10,0.000007500,0.006686
Instances/Instances 1/dj38_10.gt,37,100.0,86400.0,PTVRP_CONT_FIX,16887.0,10,0.000007700,0.006372
Instances/Instances 1/eg7146_01.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5872828.0,1076,0.007344000,0.019583
Instances/Instances 1/eg7146_02.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5805590.0,1083,0.007301700,0.020627
Instances/Instances 1/eg7146_03.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5892326.0,1079,0.007188600,0.021713
Instances/Instances 1/eg7146_04.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5804540.0,1064,0.007812400,0.022033
Instances/Instances 1/eg7146_05.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5873162.0,1068,0.007260400,0.022149
Instances/Instances 1/eg7146_06.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5811714.0,1064,0.007268500,0.023492
Instances/Instances 1/eg7146_07.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5875846.0,1104,0.007289200,0.022462
Instances/Instances 1/eg7146_08.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5882676.0,1066,0.007237900,0.022796
Instances/Instances 1/eg7146_09.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5826631.0,1082,0.007268200,0.023185
Instances/Instances 1/eg7146_10.gt,7145,100.0,86400.0,PTVRP_CONT_FIX,5907892.0,1080,0.007268500,0.023804
Instances/Instances 1/ei8246_01.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,6036095.0,1384,0.007503700,0.023053
Instances/Instances 1/ei8246_02.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,5995436.0,1336,0.007443300,0.023562
Instances/Instances 1/ei8246_03.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,6008994.0,1350,0.007556800,0.023417
Instances/Instances 1/ei8246_04.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,5992487.0,1319,0.008027700,0.021509
Instances/Instances 1/ei8246_05.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,6005246.0,1338,0.007381800,0.021008
Instances/Instances 1/ei8246_06.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,6000276.0,1357,0.007508200,0.022017
Instances/Instances 1/ei8246_07.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,6028694.0,1362,0.007524000,0.02109
Instances/Instances 1/ei8246_08.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,5970521.0,1391,0.007437100,0.021872
Instances/Instances 1/ei8246_09.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,6045797.0,1386,0.007324200,0.021388
Instances/Instances 1/ei8246_10.gt,8245,100.0,86400.0,PTVRP_CONT_FIX,5925891.0,1359,0.007460900,0.022009
Instances/Instances 1/eil101_01.gt,100,100.0,86400.0,PTVRP_CONT_FIX,1941.0,30,0.000046500,0.00783
Instances/Instances 1/eil101_02.gt,100,100.0,86400.0,PTVRP_CONT_FIX,1871.0,29,0.000046400,0.006854
Instances/Instances 1/eil101_03.gt,100,100.0,86400.0,PTVRP_CONT_FIX,1933.0,28,0.000044800,0.005511
Instances/Instances 1/eil101_04.gt,100,100.0,86400.0,PTVRP_CONT_FIX,1815.0,29,0.000046100,0.006168
Instances/Instances 1/eil101_05.gt,100,100.0,86400.0,PTVRP_CONT_FIX,1975.0,32,0.000044800,0.00525
Instances/Instances 1/eil101_06.gt,100,100.0,86400.0,PTVRP_CONT_FIX,1791.0,28,0.000046200,0.005214
Instances/Instances 1/eil101_07.gt,100,100.0,86400.0,PTVRP_CONT_FIX,1837.0,27,0.000046800,0.005063
