instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/ch150_10.gt,149,100.0,86400.0,PTVRP_LINEAR,152102.0,2,20,0.0048,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_01.gt,71008,100.0,86400.0,PTVRP_LINEAR,330238545.0,4547,18,0.0655,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_02.gt,71008,100.0,86400.0,PTVRP_LINEAR,330894716.0,4558,16,0.0686,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_03.gt,71008,100.0,86400.0,PTVRP_LINEAR,329962662.0,4554,18,0.0697,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_04.gt,71008,100.0,86400.0,PTVRP_LINEAR,330781727.0,4580,17,0.1723,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_05.gt,71008,100.0,86400.0,PTVRP_LINEAR,330213650.0,4542,18,0.0659,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_06.gt,71008,100.0,86400.0,PTVRP_LINEAR,330316874.0,4562,17,0.0721,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_07.gt,71008,100.0,86400.0,PTVRP_LINEAR,330322319.0,4557,15,0.0716,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_08.gt,71008,100.0,86400.0,PTVRP_LINEAR,330630297.0,4560,18,0.0657,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_09.gt,71008,100.0,86400.0,PTVRP_LINEAR,330272274.0,4557,16,0.0644,,,,,,,,,,,,,,,
Instances/Instances 1/ch71009_10.gt,71008,100.0,86400.0,PTVRP_LINEAR,329492206.0,4544,18,0.0621,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_01.gt,1290,100.0,86400.0,PTVRP_LINEAR,1468143.0,21,24,0.0059,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_02.gt,1290,100.0,86400.0,PTVRP_LINEAR,1360756.0,21,21,0.0053,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_03.gt,1290,100.0,86400.0,PTVRP_LINEAR,1423955.0,22,21,0.0061,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_04.gt,1290,100.0,86400.0,PTVRP_LINEAR,1381901.0,21,22,0.0055,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_05.gt,1290,100.0,86400.0,PTVRP_LINEAR,1422092.0,21,22,0.0057,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_06.gt,1290,100.0,86400.0,PTVRP_LINEAR,1396012.0,21,23,0.0051,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_07.gt,1290,100.0,86400.0,PTVRP_LINEAR,1399605.0,21,23,0.005,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_08.gt,1290,100.0,86400.0,PTVRP_LINEAR,1441794.0,20,21,0.0052,,,,,,,,,,,,,,,
Instances/Instances 1/d1291_09.gt,1290,100.0,86400.0,PTVRP_LINEAR,1447577.0,20,21,0.0051,,,,,,,,,,,,,,,
