instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/ch130_10.gt,129,100.0,86400.0,PTVRP_CONT_FIX,23294.0,36,2,0.0047,,,,,,0,,0,,,,,7248,7130,
Instances/Instances 1/ch150_01.gt,149,100.0,86400.0,PTVRP_CONT_FIX,28985.0,44,2,0.0048,,,,,,0,,0,,,,,8984,8777,
Instances/Instances 1/ch150_02.gt,149,100.0,86400.0,PTVRP_CONT_FIX,25895.0,38,2,0.0046,,,,,,0,,0,,,,,9386,9225,
Instances/Instances 1/ch150_03.gt,149,100.0,86400.0,PTVRP_CONT_FIX,26227.0,40,2,0.0057,,,,,,0,,0,,,,,9090,8930,
Instances/Instances 1/ch150_04.gt,149,100.0,86400.0,PTVRP_CONT_FIX,27859.0,42,2,0.0049,,,,,,0,,0,,,,,9069,8882,
Instances/Instances 1/ch150_05.gt,149,100.0,86400.0,PTVRP_CONT_FIX,27906.0,43,2,0.0046,,,,,,0,,0,,,,,9043,8863,
Instances/Instances 1/ch150_06.gt,149,100.0,86400.0,PTVRP_CONT_FIX,26908.0,39,2,0.0046,,,,,,0,,0,,,,,9078,8875,
Instances/Instances 1/ch150_07.gt,149,100.0,86400.0,PTVRP_CONT_FIX,27804.0,43,2,0.0046,,,,,,0,,0,,,,,9012,8843,
Instances/Instances 1/ch150_08.gt,149,100.0,86400.0,PTVRP_CONT_FIX,28592.0,37,2,0.0046,,,,,,0,,0,,,,,8901,8724,
Instances/Instances 1/ch150_09.gt,149,100.0,86400.0,PTVRP_CONT_FIX,27636.0,40,2,0.0049,,,,,,0,,0,,,,,9144,9008,
Instances/Instances 1/ch150_10.gt,149,100.0,86400.0,PTVRP_CONT_FIX,27526.0,39,2,0.0047,,,,,,0,,0,,,,,9131,8966,
Instances/Instances 1/ch71009_01.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,314697654.0,10228,6,0.1004,,,,,,0,,0,,,,,2722657,1670036,
Instances/Instances 1/ch71009_02.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,315588574.0,10258,8,0.1013,,,,,,0,,0,,,,,2721603,1670024,
