instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/ca4663_06.gt,4662,5000.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0972,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_07.gt,4662,10000.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.093,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_08.gt,4662,20000.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0937,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_09.gt,4662,50000.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0962,,,,,,0,,0,,,,,,,
Instances/Instances 1/ca4663_10.gt,4662,100000.0,86400.0,PTVRP_CONT,NO SOLUTION,,,0.0962,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_01.gt,129,100.0,86400.0,PTVRP_CONT,23377.0,36,2,0.0028,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_02.gt,129,200.0,86400.0,PTVRP_CONT,14025.0,20,1,0.0024,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_03.gt,129,500.0,86400.0,PTVRP_CONT,9031.0,8,1,0.0024,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_04.gt,129,1000.0,86400.0,PTVRP_CONT,7424.0,5,1,0.0023,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_05.gt,129,2000.0,86400.0,PTVRP_CONT,6533.0,2,1,0.0023,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_06.gt,129,5000.0,86400.0,PTVRP_CONT,6291.0,1,1,0.0022,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_07.gt,129,10000.0,86400.0,PTVRP_CONT,6291.0,1,1,0.0022,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_08.gt,129,20000.0,86400.0,PTVRP_CONT,6291.0,1,1,0.0023,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_09.gt,129,50000.0,86400.0,PTVRP_CONT,6291.0,1,1,0.0022,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch130_10.gt,129,100000.0,86400.0,PTVRP_CONT,6291.0,1,1,0.0022,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_01.gt,149,100.0,86400.0,PTVRP_CONT,28985.0,44,2,0.0024,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_02.gt,149,200.0,86400.0,PTVRP_CONT,15615.0,21,1,0.0023,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_03.gt,149,500.0,86400.0,PTVRP_CONT,9611.0,9,1,0.003,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_04.gt,149,1000.0,86400.0,PTVRP_CONT,8060.0,5,1,0.0032,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_05.gt,149,2000.0,86400.0,PTVRP_CONT,7467.0,3,1,0.0025,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_06.gt,149,5000.0,86400.0,PTVRP_CONT,7281.0,1,1,0.0023,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_07.gt,149,10000.0,86400.0,PTVRP_CONT,7281.0,1,1,0.0026,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_08.gt,149,20000.0,86400.0,PTVRP_CONT,7281.0,1,1,0.0024,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_09.gt,149,50000.0,86400.0,PTVRP_CONT,7281.0,1,1,0.0025,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch150_10.gt,149,100000.0,86400.0,PTVRP_CONT,7281.0,1,1,0.0025,,,,,,0,,0,,,,,,,
