instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,gap_vs_first
Instances/Instances 1/u2319_04.gt,2318,1000.0,86400.0,PTVRP_LAYERED_SAFE,444889.0,65,1,0.0039,60,5,1,9827,4.23943,,0,0,1191,0,0,0,
Instances/Instances 1/u2319_05.gt,2318,2000.0,86400.0,PTVRP_LAYERED_SAFE,328171.0,32,1,0.004,30,3,1,6709,2.89431,,0,0,0,0,0,0,
Instances/Instances 1/u2319_06.gt,2318,5000.0,86400.0,PTVRP_LAYERED_SAFE,267819.0,14,1,0.0032,12,2,1,4449,1.91933,,0,0,0,0,0,0,
Instances/Instances 1/u2319_07.gt,2318,10000.0,86400.0,PTVRP_LAYERED_SAFE,250126.0,8,1,0.0032,6,2,1,4197,1.81061,,0,0,2518,0,0,0,
Instances/Instances 1/u2319_08.gt,2318,20000.0,86400.0,PTVRP_LAYERED_SAFE,243057.0,4,1,0.003,3,1,1,2318,1.0,,0,0,0,0,0,0,
Instances/Instances 1/u2319_09.gt,2318,50000.0,86400.0,PTVRP_LAYERED_SAFE,243057.0,4,1,0.0028,2,1,1,2318,1.0,,0,0,170,0,0,0,
Instances/Instances 1/u2319_10.gt,2318,100000.0,86400.0,PTVRP_LAYERED_SAFE,243057.0,4,1,0.0032,1,1,1,2318,1.0,,0,0,170,0,0,0,
Instances/Instances 1/u574_01.gt,573,100.0,86400.0,PTVRP_LAYERED_SAFE,315211.0,137,2,0.0035,149,19,4,9297,16.2251,,0,0,1340,0,0,0,
Instances/Instances 1/u574_02.gt,573,200.0,86400.0,PTVRP_LAYERED_SAFE,170127.0,80,2,0.0026,74,14,2,6600,11.5183,,0,0,705,0,0,0,
Instances/Instances 1/u574_03.gt,573,500.0,86400.0,PTVRP_LAYERED_SAFE,84338.0,32,1,0.0024,29,8,1,4000,6.9808,,0,0,275,0,0,0,
Instances/Instances 1/u574_04.gt,573,1000.0,86400.0,PTVRP_LAYERED_SAFE,59257.0,16,1,0.0026,15,6,1,2849,4.97208,,0,0,391,0,0,0,
Instances/Instances 1/u574_05.gt,573,2000.0,86400.0,PTVRP_LAYERED_SAFE,47781.0,9,1,0.0023,8,4,1,1810,3.15881,,0,0,0,0,0,0,
Instances/Instances 1/u574_06.gt,573,5000.0,86400.0,PTVRP_LAYERED_SAFE,41906.0,4,1,0.0023,4,3,1,1144,1.99651,,0,0,0,0,0,0,
Instances/Instances 1/u574_07.gt,573,10000.0,86400.0,PTVRP_LAYERED_SAFE,40177.0,2,1,0.0022,2,2,1,766,1.33682,,0,0,0,0,0,0,
Instances/Instances 1/u574_08.gt,573,20000.0,86400.0,PTVRP_LAYERED_SAFE,40130.0,1,1,0.0023,1,1,1,573,1.0,,0,0,0,0,0,0,
Instances/Instances 1/u574_09.gt,573,50000.0,86400.0,PTVRP_LAYERED_SAFE,40130.0,1,1,0.002,1,1,1,573,1.0,,0,0,0,0,0,0,
Instances/Instances 1/u574_10.gt,573,100000.0,86400.0,PTVRP_LAYERED_SAFE,40130.0,1,1,0.0022,1,1,1,573,1.0,,0,0,0,0,0,0,
Instances/Instances 1/u724_01.gt,723,100.0,86400.0,PTVRP_LAYERED_SAFE,394021.0,162,4,0.0042,187,21,5,12459,17.2324,,0,0,1973,0,0,0,
Instances/Instances 1/u724_02.gt,723,200.0,86400.0,PTVRP_LAYERED_SAFE,211719.0,99,2,0.0033,93,15,3,8811,12.1867,,0,0,1025,0,0,0,
Instances/Instances 1/u724_03.gt,723,500.0,86400.0,PTVRP_LAYERED_SAFE,103492.0,38,1,0.0028,36,9,2,5351,7.40111,,0,0,394,0,0,0,
Instances/Instances 1/u724_04.gt,723,1000.0,86400.0,PTVRP_LAYERED_SAFE,72273.0,21,1,0.0027,19,7,1,3765,5.20747,,0,0,137,0,0,0,
Instances/Instances 1/u724_05.gt,723,2000.0,86400.0,PTVRP_LAYERED_SAFE,55174.0,11,1,0.0027,10,5,1,2547,3.52282,,0,0,185,0,0,0,
Instances/Instances 1/u724_06.gt,723,5000.0,86400.0,PTVRP_LAYERED_SAFE,46182.0,5,1,0.0024,4,3,1,1603,2.21715,,0,0,0,0,0,0,
Instances/Instances 1/u724_07.gt,723,10000.0,86400.0,PTVRP_LAYERED_SAFE,45169.0,3,1,0.0022,2,2,1,1032,1.42739,,0,0,0,0,0,0,
Instances/Instances 1/u724_08.gt,723,20000.0,86400.0,PTVRP_LAYERED_SAFE,44989.0,1,1,0.0024,1,1,1,723,1.0,,0,0,0,0,0,0,
Instances/Instances 1/u724_09.gt,723,50000.0,86400.0,PTVRP_LAYERED_SAFE,44989.0,1,1,0.0021,1,1,1,723,1.0,,0,0,0,0,0,0,
Instances/Instances 1/u724_10.gt,723,100000.0,86400.0,PTVRP_LAYERED_SAFE,44989.0,1,1,0.002,1,1,1,723,1.0,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_01.gt,13508,100.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0084,3453,9,0,8683,0.642804,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_02.gt,13508,200.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.008,1713,6,0,7841,0.580471,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_03.gt,13508,500.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0075,688,4,0,6699,0.495928,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_04.gt,13508,1000.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0078,345,3,0,6293,0.465872,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_05.gt,13508,2000.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0075,173,2,0,6206,0.459431,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_06.gt,13508,5000.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0077,69,1,0,6142,0.454694,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_07.gt,13508,10000.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0076,35,1,0,6142,0.454694,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_08.gt,13508,20000.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0074,18,1,0,6142,0.454694,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_09.gt,13508,50000.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0071,7,1,0,6142,0.454694,,0,0,0,0,0,0,
Instances/Instances 1/usa13509_10.gt,13508,100000.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.007,4,1,0,6142,0.454694,,0,0,0,0,0,0,
Instances/Instances 1/uy734_01.gt,733,100.0,86400.0,PTVRP_LAYERED_SAFE,732294.0,158,3,0.0032,184,20,6,9046,12.3411,,0,0,2515,0,0,0,
Instances/Instances 1/uy734_02.gt,733,200.0,86400.0,PTVRP_LAYERED_SAFE,411705.0,99,3,0.0027,98,14,3,6760,9.22237,,0,0,1423,0,0,0,
Instances/Instances 1/uy734_03.gt,733,500.0,86400.0,PTVRP_LAYERED_SAFE,199476.0,40,1,0.0022,38,8,1,4248,5.79536,,0,0,629,0,0,0,
Instances/Instances 1/uy734_04.gt,733,1000.0,86400.0,PTVRP_LAYERED_SAFE,136400.0,21,1,0.0022,19,5,1,2904,3.9618,,0,0,102,0,0,0,
Instances/Instances 1/uy734_05.gt,733,2000.0,86400.0,PTVRP_LAYERED_SAFE,105514.0,11,1,0.002,10,4,1,2004,2.73397,,0,0,53,0,0,0,
Instances/Instances 1/uy734_06.gt,733,5000.0,86400.0,PTVRP_LAYERED_SAFE,90227.0,5,1,0.0018,4,2,1,1274,1.73806,,0,0,0,0,0,0,
Instances/Instances 1/uy734_07.gt,733,10000.0,86400.0,PTVRP_LAYERED_SAFE,85530.0,3,1,0.0019,2,2,1,938,1.27967,,0,0,425,0,0,0,
Instances/Instances 1/uy734_08.gt,733,20000.0,86400.0,PTVRP_LAYERED_SAFE,85164.0,1,1,0.0018,1,1,1,733,1.0,,0,0,0,0,0,0,
Instances/Instances 1/uy734_09.gt,733,50000.0,86400.0,PTVRP_LAYERED_SAFE,85164.0,1,1,0.0018,1,1,1,733,1.0,,0,0,0,0,0,0,
Instances/Instances 1/uy734_10.gt,733,100000.0,86400.0,PTVRP_LAYERED_SAFE,85164.0,1,1,0.0019,1,1,1,733,1.0,,0,0,0,0,0,0,
Instances/Instances 1/vm1084_01.gt,1083,100.0,86400.0,PTVRP_LAYERED_SAFE,3726449.0,217,4,0.0032,278,12,5,7966,7.35549,,0,0,6929,0,0,0,
Instances/Instances 1/vm1084_02.gt,1083,200.0,86400.0,PTVRP_LAYERED_SAFE,1932716.0,130,3,0.0028,140,9,4,6219,5.74238,,0,0,7214,0,0,0,
Instances/Instances 1/vm1084_03.gt,1083,500.0,86400.0,PTVRP_LAYERED_SAFE,881795.0,59,1,0.0023,56,6,2,4263,3.93629,,0,0,5434,0,0,0,
Instances/Instances 1/vm1084_04.gt,1083,1000.0,86400.0,PTVRP_LAYERED_SAFE,538552.0,29,1,0.0024,28,4,1,3131,2.89104,,0,0,2576,0,0,0,
Instances/Instances 1/vm1084_05.gt,1083,2000.0,86400.0,PTVRP_LAYERED_SAFE,381674.0,16,1,0.0021,14,3,1,2290,2.1145,,0,0,1361,0,0,0,
Instances/Instances 1/vm1084_06.gt,1083,5000.0,86400.0,PTVRP_LAYERED_SAFE,285395.0,7,1,0.0022,6,2,1,1471,1.35826,,0,0,1246,0,0,0,
Instances/Instances 1/vm1084_07.gt,1083,10000.0,86400.0,PTVRP_LAYERED_SAFE,260270.0,4,1,0.0022,3,1,1,1083,1.0,,0,0,438,0,0,0,
Instances/Instances 1/vm1084_08.gt,1083,20000.0,86400.0,PTVRP_LAYERED_SAFE,260270.0,4,1,0.0021,2,1,1,1083,1.0,,0,0,453,0,0,0,
Instances/Instances 1/vm1084_09.gt,1083,50000.0,86400.0,PTVRP_LAYERED_SAFE,260270.0,4,1,0.0022,1,1,1,1083,1.0,,0,0,453,0,0,0,
Instances/Instances 1/vm1084_10.gt,1083,100000.0,86400.0,PTVRP_LAYERED_SAFE,260270.0,4,1,0.0021,1,1,1,1083,1.0,,0,0,453,0,0,0,
Instances/Instances 1/vm1748_01.gt,1747,100.0,86400.0,PTVRP_LAYERED_SAFE,6327619.0,317,5,0.0042,450,12,5,13060,7.47567,,0,0,12504,0,0,0,
Instances/Instances 1/vm1748_02.gt,1747,200.0,86400.0,PTVRP_LAYERED_SAFE,3280108.0,216,3,0.0034,223,9,4,10337,5.917,,0,0,13097,0,0,0,
Instances/Instances 1/vm1748_03.gt,1747,500.0,86400.0,PTVRP_LAYERED_SAFE,1460856.0,92,2,0.0029,90,6,2,7248,4.14883,,0,0,10787,0,0,0,
Instances/Instances 1/vm1748_04.gt,1747,1000.0,86400.0,PTVRP_LAYERED_SAFE,890115.0,49,1,0.0027,46,5,1,5426,3.1059,,0,0,8388,0,0,0,
Instances/Instances 1/vm1748_05.gt,1747,2000.0,86400.0,PTVRP_LAYERED_SAFE,609402.0,24,1,0.0026,23,3,1,3981,2.27876,,0,0,4095,0,0,0,
Instances/Instances 1/vm1748_06.gt,1747,5000.0,86400.0,PTVRP_LAYERED_SAFE,428261.0,10,1,0.0025,9,2,1,2674,1.53062,,0,0,2055,0,0,0,
Instances/Instances 1/vm1748_07.gt,1747,10000.0,86400.0,PTVRP_LAYERED_SAFE,376320.0,6,1,0.0025,5,1,1,1747,1.0,,0,0,1712,0,0,0,
Instances/Instances 1/vm1748_08.gt,1747,20000.0,86400.0,PTVRP_LAYERED_SAFE,370285.0,5,1,0.0025,3,1,1,1747,1.0,,0,0,2490,0,0,0,
Instances/Instances 1/vm1748_09.gt,1747,50000.0,86400.0,PTVRP_LAYERED_SAFE,370285.0,5,1,0.0026,1,1,1,1747,1.0,,0,0,2490,0,0,0,
Instances/Instances 1/vm1748_10.gt,1747,100000.0,86400.0,PTVRP_LAYERED_SAFE,370285.0,5,1,0.0024,1,1,1,1747,1.0,,0,0,2490,0,0,0,
Instances/Instances 1/vm22775_01.gt,22774,100.0,86400.0,PTVRP_LAYERED_SAFE,54441730.0,2712,8,0.04,5807,32,10,345163,15.156,,0,0,421348,0,0,0,
Instances/Instances 1/vm22775_02.gt,22774,200.0,86400.0,PTVRP_LAYERED_SAFE,27584502.0,1942,5,0.0327,2904,22,7,288561,12.6706,,0,0,537808,0,0,0,
Instances/Instances 1/vm22775_03.gt,22774,500.0,86400.0,PTVRP_LAYERED_SAFE,11229261.0,1107,3,0.0306,1158,15,4,216404,9.50224,,0,0,509920,0,0,0,
Instances/Instances 1/vm22775_04.gt,22774,1000.0,86400.0,PTVRP_LAYERED_SAFE,5855160.0,588,2,0.0258,580,10,3,166622,7.31633,,0,0,321120,0,0,0,
Instances/Instances 1/vm22775_05.gt,22774,2000.0,86400.0,PTVRP_LAYERED_SAFE,3205006.0,296,1,0.0219,292,8,3,126440,5.55195,,0,0,187275,0,0,0,
Instances/Instances 1/vm22775_06.gt,22774,5000.0,86400.0,PTVRP_LAYERED_SAFE,1611192.0,118,1,0.0159,116,5,2,85693,3.76276,,0,0,70410,0,0,0,
Instances/Instances 1/vm22775_07.gt,22774,10000.0,86400.0,PTVRP_LAYERED_SAFE,1085937.0,61,1,0.0145,59,3,1,65035,2.85567,,0,0,49095,0,0,0,
Instances/Instances 1/vm22775_08.gt,22774,20000.0,86400.0,PTVRP_LAYERED_SAFE,824494.0,30,1,0.0138,30,2,1,44766,1.96566,,0,0,4235,0,0,0,
Instances/Instances 1/vm22775_09.gt,22774,50000.0,86400.0,PTVRP_LAYERED_SAFE,667934.0,13,1,0.0117,12,2,1,23411,1.02797,,0,0,2475,0,0,0,
Instances/Instances 1/vm22775_10.gt,22774,100000.0,86400.0,PTVRP_LAYERED_SAFE,630951.0,8,1,0.0119,6,1,1,22774,1.0,,0,0,177982,0,0,0,
Instances/Instances 1/wi29_01.gt,28,100.0,86400.0,PTVRP_LAYERED_SAFE,63832.0,8,1,0.0018,7,5,1,98,3.5,,0,0,11,0,0,0,
Instances/Instances 1/wi29_02.gt,28,200.0,86400.0,PTVRP_LAYERED_SAFE,43652.0,5,1,0.0021,4,3,1,53,1.89286,,0,0,0,0,0,0,
Instances/Instances 1/wi29_03.gt,28,500.0,86400.0,PTVRP_LAYERED_SAFE,34911.0,3,1,0.0017,2,2,1,36,1.28571,,0,0,0,0,0,0,
Instances/Instances 1/wi29_04.gt,28,1000.0,86400.0,PTVRP_LAYERED_SAFE,33110.0,1,1,0.0017,1,1,1,28,1.0,,0,0,0,0,0,0,
Instances/Instances 1/wi29_05.gt,28,2000.0,86400.0,PTVRP_LAYERED_SAFE,33110.0,1,1,0.0016,1,1,1,28,1.0,,0,0,0,0,0,0,
Instances/Instances 1/wi29_06.gt,28,5000.0,86400.0,PTVRP_LAYERED_SAFE,33110.0,1,1,0.0015,1,1,1,28,1.0,,0,0,0,0,0,0,
Instances/Instances 1/wi29_07.gt,28,10000.0,86400.0,PTVRP_LAYERED_SAFE,33110.0,1,1,0.0016,1,1,1,28,1.0,,0,0,0,0,0,0,
Instances/Instances 1/wi29_08.gt,28,20000.0,86400.0,PTVRP_LAYERED_SAFE,33110.0,1,1,0.0016,1,1,1,28,1.0,,0,0,0,0,0,0,
Instances/Instances 1/wi29_09.gt,28,50000.0,86400.0,PTVRP_LAYERED_SAFE,33110.0,1,1,0.0016,1,1,1,28,1.0,,0,0,0,0,0,0,
Instances/Instances 1/wi29_10.gt,28,100000.0,86400.0,PTVRP_LAYERED_SAFE,33110.0,1,1,0.0016,1,1,1,28,1.0,,0,0,0,0,0,0,
Instances/Instances 1/ym7663_01.gt,7662,100.0,86400.0,PTVRP_LAYERED_SAFE,7752216.0,1133,5,0.0183,1951,32,8,168814,22.0326,,0,0,95759,0,0,0,
Instances/Instances 1/ym7663_02.gt,7662,200.0,86400.0,PTVRP_LAYERED_SAFE,4018081.0,839,3,0.0157,990,23,4,128826,16.8136,,0,0,77086,0,0,0,
Instances/Instances 1/ym7663_03.gt,7662,500.0,86400.0,PTVRP_LAYERED_SAFE,1695913.0,401,2,0.0111,389,15,3,85761,11.193,,0,0,34707,0,0,0,
Instances/Instances 1/ym7663_04.gt,7662,1000.0,86400.0,PTVRP_LAYERED_SAFE,953947.0,201,1,0.0096,196,10,2,62917,8.21156,,0,0,16706,0,0,0,
Instances/Instances 1/ym7663_05.gt,7662,2000.0,86400.0,PTVRP_LAYERED_SAFE,584538.0,101,1,0.0092,98,7,2,45198,5.89898,,0,0,9943,0,0,0,
Instances/Instances 1/ym7663_06.gt,7662,5000.0,86400.0,PTVRP_LAYERED_SAFE,374947.0,41,1,0.0061,39,5,1,28503,3.72005,,0,0,2671,0,0,0,
Instances/Instances 1/ym7663_07.gt,7662,10000.0,86400.0,PTVRP_LAYERED_SAFE,306692.0,22,1,0.0059,20,3,1,20356,2.65675,,0,0,1537,0,0,0,
Instances/Instances 1/ym7663_08.gt,7662,20000.0,86400.0,PTVRP_LAYERED_SAFE,274088.0,11,1,0.0051,10,2,1,14426,1.8828,,0,0,98,0,0,0,
Instances/Instances 1/ym7663_09.gt,7662,50000.0,86400.0,PTVRP_LAYERED_SAFE,257285.0,5,1,0.0048,4,2,1,8966,1.17019,,0,0,3005,0,0,0,
Instances/Instances 1/ym7663_10.gt,7662,100000.0,86400.0,PTVRP_LAYERED_SAFE,255251.0,4,1,0.0047,2,1,1,7662,1.0,,0,0,2205,0,0,0,
Instances/Instances 1/zi929_01.gt,928,100.0,86400.0,PTVRP_LAYERED_SAFE,1109222.0,162,5,0.0031,240,31,7,13862,14.9375,,0,0,6659,0,0,0,
Instances/Instances 1/zi929_02.gt,928,200.0,86400.0,PTVRP_LAYERED_SAFE,570785.0,108,4,0.0028,117,20,4,9705,10.458,,0,0,3632,0,0,0,
Instances/Instances 1/zi929_03.gt,928,500.0,86400.0,PTVRP_LAYERED_SAFE,275845.0,50,1,0.0024,47,10,2,5816,6.26724,,0,0,1429,0,0,0,
Instances/Instances 1/zi929_04.gt,928,1000.0,86400.0,PTVRP_LAYERED_SAFE,181723.0,26,1,0.0022,24,6,2,3897,4.19935,,0,0,603,0,0,0,
Instances/Instances 1/zi929_05.gt,928,2000.0,86400.0,PTVRP_LAYERED_SAFE,137565.0,14,1,0.002,12,4,1,2620,2.82328,,0,0,157,0,0,0,
Instances/Instances 1/zi929_06.gt,928,5000.0,86400.0,PTVRP_LAYERED_SAFE,111798.0,6,1,0.002,5,2,1,1662,1.79095,,0,0,0,0,0,0,
Instances/Instances 1/zi929_07.gt,928,10000.0,86400.0,PTVRP_LAYERED_SAFE,101349.0,3,1,0.0021,3,2,1,1266,1.36422,,0,0,291,0,0,0,
Instances/Instances 1/zi929_08.gt,928,20000.0,86400.0,PTVRP_LAYERED_SAFE,100905.0,2,1,0.002,2,1,1,928,1.0,,0,0,8,0,0,0,
Instances/Instances 1/zi929_09.gt,928,50000.0,86400.0,PTVRP_LAYERED_SAFE,100905.0,2,1,0.002,1,1,1,928,1.0,,0,0,8,0,0,0,
Instances/Instances 1/zi929_10.gt,928,100000.0,86400.0,PTVRP_LAYERED_SAFE,100905.0,2,1,0.002,1,1,1,928,1.0,,0,0,8,0,0,0,
Instances/Instances 2/a280_01.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,73065.0,134,8,0.0034,359,112,8,24984,89.5484,,0,0,774,0,0,0,
Instances/Instances 2/a280_02.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,69627.0,138,6,0.003,340,112,8,24406,87.4767,,0,0,776,0,0,0,
Instances/Instances 2/a280_03.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,70033.0,138,6,0.0029,348,110,9,24899,89.2437,,0,0,784,0,0,0,
Instances/Instances 2/a280_04.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,72211.0,126,8,0.0029,359,110,9,24765,88.7634,,0,0,787,0,0,0,
Instances/Instances 2/a280_05.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,71540.0,129,7,0.003,353,113,8,24664,88.4014,,0,0,796,0,0,0,
Instances/Instances 2/a280_06.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,72625.0,125,7,0.0033,351,110,8,25016,89.6631,,0,0,772,0,0,0,
Instances/Instances 2/a280_07.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,75409.0,146,7,0.0031,372,110,9,25328,90.7814,,0,0,821,0,0,0,
Instances/Instances 2/a280_08.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,73218.0,131,7,0.0029,358,109,8,25139,90.1039,,0,0,805,0,0,0,
Instances/Instances 2/a280_09.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,70552.0,137,9,0.0028,349,108,9,24487,87.767,,0,0,777,0,0,0,
Instances/Instances 2/a280_10.gt,279,20.0,86400.0,PTVRP_LAYERED_SAFE,69316.0,136,7,0.0032,340,110,9,24599,88.1685,,0,0,755,0,0,0,
Instances/Instances 2/ar9152_01.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.012,11651,42,14,139332,15.2259,,0,0,27835,0,0,0,
Instances/Instances 2/ar9152_02.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0137,11655,44,15,139681,15.264,,0,0,27847,0,0,0,
Instances/Instances 2/ar9152_03.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0118,11639,42,14,139548,15.2495,,0,0,27716,0,0,0,
Instances/Instances 2/ar9152_04.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.012,11643,43,14,139503,15.2446,,0,0,27703,0,0,0,
Instances/Instances 2/ar9152_05.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0117,11732,41,14,139212,15.2128,,0,0,27804,0,0,0,
Instances/Instances 2/ar9152_06.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0129,11735,42,13,139466,15.2405,,0,0,27623,0,0,0,
Instances/Instances 2/ar9152_07.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0117,11698,42,16,139247,15.2166,,0,0,27604,0,0,0,
Instances/Instances 2/ar9152_08.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0118,11656,43,14,139572,15.2521,,0,0,27620,0,0,0,
Instances/Instances 2/ar9152_09.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0117,11756,43,15,139882,15.286,,0,0,27483,0,0,0,
Instances/Instances 2/ar9152_10.gt,9151,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0118,11667,42,14,139423,15.2358,,0,0,27651,0,0,0,
Instances/Instances 2/berlin52_01.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,51496.0,35,4,0.0017,59,31,4,1076,21.098,,0,0,32,0,0,0,
Instances/Instances 2/berlin52_02.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,55621.0,31,4,0.0018,66,34,4,1140,22.3529,,0,0,33,0,0,0,
Instances/Instances 2/berlin52_03.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,68168.0,35,5,0.0016,71,35,5,1127,22.098,,0,0,34,0,0,0,
Instances/Instances 2/berlin52_04.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,65530.0,41,4,0.0017,72,34,5,1174,23.0196,,0,0,40,0,0,0,
Instances/Instances 2/berlin52_05.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,65234.0,35,5,0.0018,68,34,5,1098,21.5294,,0,0,35,0,0,0,
Instances/Instances 2/berlin52_06.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,59666.0,29,5,0.0017,61,31,5,1097,21.5098,,0,0,29,0,0,0,
Instances/Instances 2/berlin52_07.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,70707.0,37,5,0.0017,75,35,5,1124,22.0392,,0,0,42,0,0,0,
Instances/Instances 2/berlin52_08.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,55987.0,33,5,0.0016,59,32,5,990,19.4118,,0,0,32,0,0,0,
Instances/Instances 2/berlin52_09.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,67848.0,34,4,0.0018,67,33,4,1120,21.9608,,0,0,36,0,0,0,
Instances/Instances 2/berlin52_10.gt,51,20.0,86400.0,PTVRP_LAYERED_SAFE,64579.0,35,4,0.0017,66,36,4,1142,22.3922,,0,0,42,0,0,0,
Instances/Instances 2/bier127_01.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1285131.0,74,5,0.0019,154,17,6,1244,9.87302,,0,0,156,0,0,0,
Instances/Instances 2/bier127_02.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1373509.0,77,5,0.0018,171,17,5,1283,10.1825,,0,0,156,0,0,0,
Instances/Instances 2/bier127_03.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1315115.0,81,7,0.002,166,20,7,1329,10.5476,,0,0,164,0,0,0,
Instances/Instances 2/bier127_04.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1384370.0,74,6,0.0019,157,17,6,1227,9.7381,,0,0,159,0,0,0,
Instances/Instances 2/bier127_05.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1350243.0,73,5,0.0019,163,18,5,1295,10.2778,,0,0,178,0,0,0,
Instances/Instances 2/bier127_06.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1283571.0,69,6,0.0018,162,18,6,1252,9.93651,,0,0,164,0,0,0,
Instances/Instances 2/bier127_07.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1309712.0,71,6,0.0019,153,17,6,1243,9.86508,,0,0,159,0,0,0,
Instances/Instances 2/bier127_08.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1220999.0,76,4,0.0019,151,17,5,1268,10.0635,,0,0,154,0,0,0,
Instances/Instances 2/bier127_09.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1330236.0,72,6,0.002,165,18,6,1286,10.2063,,0,0,154,0,0,0,
Instances/Instances 2/bier127_10.gt,126,20.0,86400.0,PTVRP_LAYERED_SAFE,1210161.0,76,6,0.0018,146,16,6,1205,9.56349,,0,0,161,0,0,0,
Instances/Instances 2/bm33708_01.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,266607781.0,9733,18,0.0951,42941,74,18,924280,27.421,,0,0,265506,0,0,0,
Instances/Instances 2/bm33708_02.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,266537121.0,9755,17,0.0925,42884,72,22,923581,27.4003,,0,0,265088,0,0,0,
Instances/Instances 2/bm33708_03.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,267500602.0,9706,17,0.0956,42965,71,18,923823,27.4075,,0,0,265564,0,0,0,
Instances/Instances 2/bm33708_04.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,267076808.0,9835,18,0.089,42897,69,19,922477,27.3675,,0,0,265138,0,0,0,
Instances/Instances 2/bm33708_05.gt,33707,20.0,86400.0,PTVRP_LAYERED_SAFE,267589178.0,9756,17,0.0882,42879,71,20,922451,27.3667,,0,0,265715,0,0,0,
