instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/d18512_09.gt,18511,50000.0,86400.0,LINEAR,677542.0,11,,0.0124,,,,,,,,,,,,,,,
Instances/Instances 1/d18512_10.gt,18511,100000.0,86400.0,LINEAR,660304.0,6,,0.0124,,,,,,,,,,,,,,,
Instances/Instances 1/d198_01.gt,197,100.0,86400.0,LINEAR,92703.0,61,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d198_02.gt,197,200.0,86400.0,LINEAR,50344.0,28,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d198_03.gt,197,500.0,86400.0,LINEAR,28510.0,12,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d198_04.gt,197,1000.0,86400.0,LINEAR,20609.0,6,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d198_05.gt,197,2000.0,86400.0,LINEAR,17770.0,3,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/d198_06.gt,197,5000.0,86400.0,LINEAR,17527.0,1,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d198_07.gt,197,10000.0,86400.0,LINEAR,17527.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/d198_08.gt,197,20000.0,86400.0,LINEAR,17527.0,1,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/d198_09.gt,197,50000.0,86400.0,LINEAR,17527.0,1,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d198_10.gt,197,100000.0,86400.0,LINEAR,17527.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,LINEAR,1533286.0,650,,0.0035,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_02.gt,2102,200.0,86400.0,LINEAR,733168.0,296,,0.0036,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_03.gt,2102,500.0,86400.0,LINEAR,332914.0,114,,0.0035,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_04.gt,2102,1000.0,86400.0,LINEAR,199704.0,56,,0.0034,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_05.gt,2102,2000.0,86400.0,LINEAR,132584.0,31,,0.0033,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_06.gt,2102,5000.0,86400.0,LINEAR,100628.0,11,,0.0033,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_07.gt,2102,10000.0,86400.0,LINEAR,91251.0,6,,0.0033,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_08.gt,2102,20000.0,86400.0,LINEAR,86881.0,3,,0.0033,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_09.gt,2102,50000.0,86400.0,LINEAR,84458.0,2,,0.0041,,,,,,,,,,,,,,,
Instances/Instances 1/d2103_10.gt,2102,100000.0,86400.0,LINEAR,84457.0,1,,0.0034,,,,,,,,,,,,,,,
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,LINEAR,227327.0,149,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d493_02.gt,492,200.0,86400.0,LINEAR,118278.0,65,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d493_03.gt,492,500.0,86400.0,LINEAR,66689.0,27,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d493_04.gt,492,1000.0,86400.0,LINEAR,50395.0,14,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d493_05.gt,492,2000.0,86400.0,LINEAR,42464.0,7,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d493_06.gt,492,5000.0,86400.0,LINEAR,38646.0,4,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d493_07.gt,492,10000.0,86400.0,LINEAR,37916.0,2,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d493_08.gt,492,20000.0,86400.0,LINEAR,37734.0,1,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d493_09.gt,492,50000.0,86400.0,LINEAR,37734.0,1,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d493_10.gt,492,100000.0,86400.0,LINEAR,37734.0,1,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/d657_01.gt,656,100.0,86400.0,LINEAR,393924.0,195,,0.0024,,,,,,,,,,,,,,,
