instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,gap_vs_first
Instances/Instances 3/qa194_02.gt,193,10.0,86400.0,PTVRP,394061.0,125,10,0.0021,,,,,,,,,,,
Instances/Instances 3/qa194_02.gt,193,10.0,86400.0,PTVRP_CONT,394061.0,125,10,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_02.gt,193,10.0,86400.0,PTVRP_CONT_FIX,394061.0,125,10,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_02.gt,193,10.0,86400.0,PTVRP_LAYERED,394061.0,125,10,0.0025,501,78,12,10020,51.9171,,,,,,0.0
Instances/Instances 3/qa194_02.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,394061.0,125,10,0.0026,501,83,12,11395,59.0415,,0,0,482,0,0.0
Instances/Instances 3/qa194_03.gt,193,10.0,86400.0,PTVRP,373224.0,123,13,0.0021,,,,,,,,,,,
Instances/Instances 3/qa194_03.gt,193,10.0,86400.0,PTVRP_CONT,373224.0,123,13,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_03.gt,193,10.0,86400.0,PTVRP_CONT_FIX,373224.0,123,13,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_03.gt,193,10.0,86400.0,PTVRP_LAYERED,373224.0,123,13,0.0025,484,85,13,9933,51.4663,,,,,,0.0
Instances/Instances 3/qa194_03.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,373224.0,123,13,0.0027,484,91,13,11282,58.456,,0,0,458,0,0.0
Instances/Instances 3/qa194_04.gt,193,10.0,86400.0,PTVRP,391411.0,126,14,0.0022,,,,,,,,,,,
Instances/Instances 3/qa194_04.gt,193,10.0,86400.0,PTVRP_CONT,391411.0,126,14,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_04.gt,193,10.0,86400.0,PTVRP_CONT_FIX,391411.0,126,14,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_04.gt,193,10.0,86400.0,PTVRP_LAYERED,391411.0,126,14,0.0024,495,89,19,10202,52.8601,,,,,,0.0
Instances/Instances 3/qa194_04.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,391411.0,126,14,0.0026,495,99,19,11579,59.9948,,0,0,511,0,0.0
Instances/Instances 3/qa194_05.gt,193,10.0,86400.0,PTVRP,403650.0,130,12,0.0025,,,,,,,,,,,
Instances/Instances 3/qa194_05.gt,193,10.0,86400.0,PTVRP_CONT,403650.0,130,12,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_05.gt,193,10.0,86400.0,PTVRP_CONT_FIX,403650.0,130,12,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_05.gt,193,10.0,86400.0,PTVRP_LAYERED,403650.0,130,12,0.0025,531,90,17,10370,53.7306,,,,,,0.0
Instances/Instances 3/qa194_05.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,403650.0,130,12,0.0025,531,99,17,11819,61.2383,,0,0,487,0,0.0
Instances/Instances 3/qa194_06.gt,193,10.0,86400.0,PTVRP,394858.0,122,11,0.0022,,,,,,,,,,,
Instances/Instances 3/qa194_06.gt,193,10.0,86400.0,PTVRP_CONT,394858.0,122,11,0.0024,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_06.gt,193,10.0,86400.0,PTVRP_CONT_FIX,394858.0,122,11,0.0025,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_06.gt,193,10.0,86400.0,PTVRP_LAYERED,394858.0,122,11,0.0031,512,89,15,10295,53.342,,,,,,0.0
Instances/Instances 3/qa194_06.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,394858.0,122,11,0.0026,512,95,15,11737,60.8135,,0,0,505,0,0.0
Instances/Instances 3/qa194_07.gt,193,10.0,86400.0,PTVRP,404906.0,121,12,0.0022,,,,,,,,,,,
Instances/Instances 3/qa194_07.gt,193,10.0,86400.0,PTVRP_CONT,404906.0,121,12,0.0024,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_07.gt,193,10.0,86400.0,PTVRP_CONT_FIX,404906.0,121,12,0.0028,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_07.gt,193,10.0,86400.0,PTVRP_LAYERED,404906.0,121,12,0.0026,528,90,13,10422,54.0,,,,,,0.0
Instances/Instances 3/qa194_07.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,404906.0,121,12,0.0027,528,97,13,11901,61.6632,,0,0,508,0,0.0
Instances/Instances 3/qa194_08.gt,193,10.0,86400.0,PTVRP,391155.0,121,13,0.0022,,,,,,,,,,,
Instances/Instances 3/qa194_08.gt,193,10.0,86400.0,PTVRP_CONT,391155.0,121,13,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_08.gt,193,10.0,86400.0,PTVRP_CONT_FIX,391155.0,121,13,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_08.gt,193,10.0,86400.0,PTVRP_LAYERED,391155.0,121,13,0.0028,501,85,19,10100,52.3316,,,,,,0.0
Instances/Instances 3/qa194_08.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,391155.0,121,13,0.0026,501,91,19,11503,59.601,,0,0,485,0,0.0
Instances/Instances 3/qa194_09.gt,193,10.0,86400.0,PTVRP,374826.0,122,20,0.0022,,,,,,,,,,,
Instances/Instances 3/qa194_09.gt,193,10.0,86400.0,PTVRP_CONT,374826.0,122,20,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_09.gt,193,10.0,86400.0,PTVRP_CONT_FIX,374826.0,122,20,0.0027,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_09.gt,193,10.0,86400.0,PTVRP_LAYERED,374826.0,122,20,0.0025,471,82,20,9902,51.3057,,,,,,0.0
Instances/Instances 3/qa194_09.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,374826.0,122,20,0.0041,471,87,20,11229,58.1813,,0,0,501,0,0.0
Instances/Instances 3/qa194_10.gt,193,10.0,86400.0,PTVRP,382570.0,123,11,0.0022,,,,,,,,,,,
Instances/Instances 3/qa194_10.gt,193,10.0,86400.0,PTVRP_CONT,382570.0,123,11,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_10.gt,193,10.0,86400.0,PTVRP_CONT_FIX,382570.0,123,11,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 3/qa194_10.gt,193,10.0,86400.0,PTVRP_LAYERED,382570.0,123,11,0.0022,482,87,12,9983,51.7254,,,,,,0.0
Instances/Instances 3/qa194_10.gt,193,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,382570.0,123,11,0.0023,482,91,12,11355,58.8342,,0,0,495,0,0.0
Instances/Instances 3/rat195_01.gt,194,10.0,86400.0,PTVRP,98540.0,134,11,0.0021,,,,,,,,,,,
Instances/Instances 3/rat195_01.gt,194,10.0,86400.0,PTVRP_CONT,98540.0,134,11,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_01.gt,194,10.0,86400.0,PTVRP_CONT_FIX,98540.0,134,11,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_01.gt,194,10.0,86400.0,PTVRP_LAYERED,98540.0,134,11,0.0025,522,130,11,20846,107.454,,,,,,0.0
Instances/Instances 3/rat195_01.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,98540.0,134,11,0.0025,522,143,11,22013,113.469,,0,0,419,0,0.0
Instances/Instances 3/rat195_02.gt,194,10.0,86400.0,PTVRP,94314.0,130,11,0.0022,,,,,,,,,,,
Instances/Instances 3/rat195_02.gt,194,10.0,86400.0,PTVRP_CONT,94314.0,130,11,0.002,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_02.gt,194,10.0,86400.0,PTVRP_CONT_FIX,94314.0,130,11,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_02.gt,194,10.0,86400.0,PTVRP_LAYERED,94314.0,130,11,0.0027,492,129,11,20211,104.18,,,,,,0.0
Instances/Instances 3/rat195_02.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,94314.0,130,11,0.0028,492,140,11,21336,109.979,,0,0,407,0,0.0
Instances/Instances 3/rat195_03.gt,194,10.0,86400.0,PTVRP,94818.0,120,10,0.0022,,,,,,,,,,,
Instances/Instances 3/rat195_03.gt,194,10.0,86400.0,PTVRP_CONT,94818.0,120,10,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_03.gt,194,10.0,86400.0,PTVRP_CONT_FIX,94818.0,120,10,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_03.gt,194,10.0,86400.0,PTVRP_LAYERED,94818.0,121,10,0.0026,503,130,10,20797,107.201,,,,,,0.0
Instances/Instances 3/rat195_03.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,94818.0,121,10,0.0025,503,135,10,21955,113.17,,0,0,427,0,0.0
Instances/Instances 3/rat195_04.gt,194,10.0,86400.0,PTVRP,87178.0,127,9,0.0019,,,,,,,,,,,
Instances/Instances 3/rat195_04.gt,194,10.0,86400.0,PTVRP_CONT,87178.0,127,9,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_04.gt,194,10.0,86400.0,PTVRP_CONT_FIX,87178.0,127,9,0.002,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_04.gt,194,10.0,86400.0,PTVRP_LAYERED,87178.0,127,9,0.0025,479,130,11,20253,104.397,,,,,,0.0
Instances/Instances 3/rat195_04.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,87178.0,127,9,0.0027,479,135,11,21376,110.186,,0,0,400,0,0.0
Instances/Instances 3/rat195_05.gt,194,10.0,86400.0,PTVRP,93874.0,117,10,0.002,,,,,,,,,,,
Instances/Instances 3/rat195_05.gt,194,10.0,86400.0,PTVRP_CONT,93874.0,117,10,0.0023,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_05.gt,194,10.0,86400.0,PTVRP_CONT_FIX,93874.0,117,10,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_05.gt,194,10.0,86400.0,PTVRP_LAYERED,93874.0,117,10,0.0028,494,129,10,20448,105.402,,,,,,0.0
Instances/Instances 3/rat195_05.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,93874.0,117,10,0.0031,494,139,10,21633,111.51,,0,0,419,0,0.0
Instances/Instances 3/rat195_06.gt,194,10.0,86400.0,PTVRP,93715.0,133,12,0.0023,,,,,,,,,,,
Instances/Instances 3/rat195_06.gt,194,10.0,86400.0,PTVRP_CONT,93715.0,133,12,0.0027,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_06.gt,194,10.0,86400.0,PTVRP_CONT_FIX,93715.0,133,12,0.0026,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_06.gt,194,10.0,86400.0,PTVRP_LAYERED,93715.0,133,12,0.0028,490,126,12,20081,103.51,,,,,,0.0
Instances/Instances 3/rat195_06.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,93715.0,133,12,0.0027,490,135,12,21223,109.397,,0,0,417,0,0.0
Instances/Instances 3/rat195_07.gt,194,10.0,86400.0,PTVRP,88104.0,129,11,0.002,,,,,,,,,,,
Instances/Instances 3/rat195_07.gt,194,10.0,86400.0,PTVRP_CONT,88104.0,129,11,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_07.gt,194,10.0,86400.0,PTVRP_CONT_FIX,88104.0,129,11,0.002,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_07.gt,194,10.0,86400.0,PTVRP_LAYERED,88104.0,129,11,0.0025,464,127,11,19945,102.809,,,,,,0.0
Instances/Instances 3/rat195_07.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,88104.0,129,11,0.0025,464,130,11,20994,108.216,,0,0,392,0,0.0
Instances/Instances 3/rat195_08.gt,194,10.0,86400.0,PTVRP,89023.0,127,12,0.002,,,,,,,,,,,
Instances/Instances 3/rat195_08.gt,194,10.0,86400.0,PTVRP_CONT,89023.0,127,12,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_08.gt,194,10.0,86400.0,PTVRP_CONT_FIX,89023.0,127,12,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_08.gt,194,10.0,86400.0,PTVRP_LAYERED,89023.0,130,12,0.0026,482,135,12,20162,103.928,,,,,,0.0
Instances/Instances 3/rat195_08.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,89023.0,130,12,0.0027,482,144,12,21239,109.479,,0,0,413,0,0.0
Instances/Instances 3/rat195_09.gt,194,10.0,86400.0,PTVRP,91653.0,137,10,0.002,,,,,,,,,,,
Instances/Instances 3/rat195_09.gt,194,10.0,86400.0,PTVRP_CONT,91653.0,137,10,0.002,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_09.gt,194,10.0,86400.0,PTVRP_CONT_FIX,91653.0,137,10,0.002,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_09.gt,194,10.0,86400.0,PTVRP_LAYERED,91653.0,137,10,0.0028,492,129,10,19992,103.052,,,,,,0.0
Instances/Instances 3/rat195_09.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,91653.0,137,10,0.0029,492,141,10,21102,108.773,,0,0,400,0,0.0
Instances/Instances 3/rat195_10.gt,194,10.0,86400.0,PTVRP,97668.0,123,12,0.0021,,,,,,,,,,,
Instances/Instances 3/rat195_10.gt,194,10.0,86400.0,PTVRP_CONT,97668.0,123,12,0.0022,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_10.gt,194,10.0,86400.0,PTVRP_CONT_FIX,97668.0,123,12,0.0021,,,,,,0,,0,,,0.0
Instances/Instances 3/rat195_10.gt,194,10.0,86400.0,PTVRP_LAYERED,97668.0,123,12,0.0026,504,126,12,20546,105.907,,,,,,0.0
Instances/Instances 3/rat195_10.gt,194,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,97668.0,123,12,0.0026,504,139,12,21671,111.706,,0,0,398,0,0.0
Instances/Instances 3/rat575_01.gt,574,10.0,86400.0,PTVRP,471901.0,333,14,0.0029,,,,,,,,,,,
Instances/Instances 3/rat575_01.gt,574,10.0,86400.0,PTVRP_CONT,471901.0,333,14,0.0036,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_01.gt,574,10.0,86400.0,PTVRP_CONT_FIX,471901.0,333,14,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_01.gt,574,10.0,86400.0,PTVRP_LAYERED,471901.0,334,14,0.0045,1496,138,18,61049,106.357,,,,,,0.0
Instances/Instances 3/rat575_01.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,471901.0,334,14,0.0047,1496,142,18,67779,118.082,,0,0,2421,0,0.0
Instances/Instances 3/rat575_02.gt,574,10.0,86400.0,PTVRP,454201.0,329,16,0.0029,,,,,,,,,,,
Instances/Instances 3/rat575_02.gt,574,10.0,86400.0,PTVRP_CONT,454201.0,329,16,0.0036,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_02.gt,574,10.0,86400.0,PTVRP_CONT_FIX,454201.0,329,16,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_02.gt,574,10.0,86400.0,PTVRP_LAYERED,454201.0,331,16,0.0042,1451,131,16,60397,105.221,,,,,,0.0
Instances/Instances 3/rat575_02.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,454201.0,331,16,0.0048,1451,139,16,66902,116.554,,0,0,2392,0,0.0
Instances/Instances 3/rat575_03.gt,574,10.0,86400.0,PTVRP,440963.0,326,14,0.0029,,,,,,,,,,,
Instances/Instances 3/rat575_03.gt,574,10.0,86400.0,PTVRP_CONT,440963.0,326,14,0.0036,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_03.gt,574,10.0,86400.0,PTVRP_CONT_FIX,440963.0,326,14,0.003,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_03.gt,574,10.0,86400.0,PTVRP_LAYERED,440963.0,326,14,0.0043,1412,132,16,59882,104.324,,,,,,0.0
Instances/Instances 3/rat575_03.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,440963.0,326,14,0.0054,1412,140,16,66262,115.439,,0,0,2409,0,0.0
Instances/Instances 3/rat575_04.gt,574,10.0,86400.0,PTVRP,461536.0,331,17,0.0033,,,,,,,,,,,
Instances/Instances 3/rat575_04.gt,574,10.0,86400.0,PTVRP_CONT,461536.0,331,17,0.0038,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_04.gt,574,10.0,86400.0,PTVRP_CONT_FIX,461536.0,331,17,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_04.gt,574,10.0,86400.0,PTVRP_LAYERED,461536.0,333,17,0.0045,1470,140,17,60619,105.608,,,,,,0.0
Instances/Instances 3/rat575_04.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,461536.0,333,17,0.005,1470,140,17,67258,117.174,,0,0,2431,0,0.0
Instances/Instances 3/rat575_05.gt,574,10.0,86400.0,PTVRP,467188.0,344,14,0.0029,,,,,,,,,,,
Instances/Instances 3/rat575_05.gt,574,10.0,86400.0,PTVRP_CONT,467188.0,344,14,0.0037,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_05.gt,574,10.0,86400.0,PTVRP_CONT_FIX,467188.0,344,14,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_05.gt,574,10.0,86400.0,PTVRP_LAYERED,467188.0,344,14,0.0044,1464,132,14,60476,105.359,,,,,,0.0
Instances/Instances 3/rat575_05.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,467188.0,344,14,0.0047,1464,137,14,67114,116.923,,0,0,2424,0,0.0
Instances/Instances 3/rat575_06.gt,574,10.0,86400.0,PTVRP,443838.0,326,13,0.0029,,,,,,,,,,,
Instances/Instances 3/rat575_06.gt,574,10.0,86400.0,PTVRP_CONT,443838.0,326,13,0.0037,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_06.gt,574,10.0,86400.0,PTVRP_CONT_FIX,443838.0,326,13,0.0031,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_06.gt,574,10.0,86400.0,PTVRP_LAYERED,443838.0,328,13,0.0045,1401,134,16,59289,103.291,,,,,,0.0
Instances/Instances 3/rat575_06.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,443838.0,328,13,0.0048,1401,139,16,65806,114.645,,0,0,2336,0,0.0
Instances/Instances 3/rat575_07.gt,574,10.0,86400.0,PTVRP,463217.0,356,13,0.0031,,,,,,,,,,,
Instances/Instances 3/rat575_07.gt,574,10.0,86400.0,PTVRP_CONT,463217.0,356,13,0.0037,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_07.gt,574,10.0,86400.0,PTVRP_CONT_FIX,463217.0,356,13,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_07.gt,574,10.0,86400.0,PTVRP_LAYERED,463217.0,356,13,0.0044,1496,134,14,60917,106.127,,,,,,0.0
Instances/Instances 3/rat575_07.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,463217.0,356,13,0.0048,1496,142,14,67620,117.805,,0,0,2379,0,0.0
Instances/Instances 3/rat575_08.gt,574,10.0,86400.0,PTVRP,459210.0,335,12,0.003,,,,,,,,,,,
Instances/Instances 3/rat575_08.gt,574,10.0,86400.0,PTVRP_CONT,459210.0,335,12,0.0036,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_08.gt,574,10.0,86400.0,PTVRP_CONT_FIX,459210.0,335,12,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_08.gt,574,10.0,86400.0,PTVRP_LAYERED,459210.0,335,12,0.0044,1462,134,14,60610,105.592,,,,,,0.0
Instances/Instances 3/rat575_08.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,459210.0,335,12,0.0048,1462,138,14,67272,117.199,,0,0,2380,0,0.0
Instances/Instances 3/rat575_09.gt,574,10.0,86400.0,PTVRP,445686.0,342,13,0.0027,,,,,,,,,,,
Instances/Instances 3/rat575_09.gt,574,10.0,86400.0,PTVRP_CONT,445686.0,342,13,0.0036,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_09.gt,574,10.0,86400.0,PTVRP_CONT_FIX,445686.0,342,13,0.0026,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_09.gt,574,10.0,86400.0,PTVRP_LAYERED,445686.0,345,12,0.0051,1459,143,12,60691,105.733,,,,,,0.0
Instances/Instances 3/rat575_09.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,445686.0,345,12,0.0049,1459,151,12,67225,117.117,,0,0,2350,0,0.0
Instances/Instances 3/rat575_10.gt,574,10.0,86400.0,PTVRP,461722.0,346,13,0.003,,,,,,,,,,,
Instances/Instances 3/rat575_10.gt,574,10.0,86400.0,PTVRP_CONT,461722.0,346,13,0.0035,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_10.gt,574,10.0,86400.0,PTVRP_CONT_FIX,461722.0,346,13,0.0029,,,,,,0,,0,,,0.0
Instances/Instances 3/rat575_10.gt,574,10.0,86400.0,PTVRP_LAYERED,461722.0,346,13,0.0044,1477,138,14,60973,106.225,,,,,,0.0
Instances/Instances 3/rat575_10.gt,574,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,461722.0,346,13,0.0051,1477,141,14,67606,117.78,,0,0,2447,0,0.0
Instances/Instances 3/rat783_01.gt,782,10.0,86400.0,PTVRP,724330.0,423,14,0.0032,,,,,,,,,,,
Instances/Instances 3/rat783_01.gt,782,10.0,86400.0,PTVRP_CONT,724330.0,423,14,0.0044,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_01.gt,782,10.0,86400.0,PTVRP_CONT_FIX,724330.0,423,14,0.0033,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_01.gt,782,10.0,86400.0,PTVRP_LAYERED,724330.0,425,14,0.0051,2009,141,17,82575,105.595,,,,,,0.0
Instances/Instances 3/rat783_01.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,724330.0,425,14,0.0063,2009,150,17,93712,119.836,,0,0,3951,0,0.0
Instances/Instances 3/rat783_02.gt,782,10.0,86400.0,PTVRP,702792.0,431,15,0.0038,,,,,,,,,,,
Instances/Instances 3/rat783_02.gt,782,10.0,86400.0,PTVRP_CONT,702792.0,431,15,0.0044,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_02.gt,782,10.0,86400.0,PTVRP_CONT_FIX,702792.0,431,15,0.0032,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_02.gt,782,10.0,86400.0,PTVRP_LAYERED,702792.0,431,15,0.0054,1947,135,15,81445,104.15,,,,,,0.0
Instances/Instances 3/rat783_02.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,702792.0,431,15,0.0058,1947,143,15,92218,117.926,,0,0,4038,0,0.0
Instances/Instances 3/rat783_03.gt,782,10.0,86400.0,PTVRP,723849.0,449,16,0.0033,,,,,,,,,,,
Instances/Instances 3/rat783_03.gt,782,10.0,86400.0,PTVRP_CONT,723849.0,449,16,0.0047,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_03.gt,782,10.0,86400.0,PTVRP_CONT_FIX,723849.0,449,16,0.0033,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_03.gt,782,10.0,86400.0,PTVRP_LAYERED,723849.0,449,16,0.0058,2008,136,16,82345,105.301,,,,,,0.0
Instances/Instances 3/rat783_03.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,723849.0,449,16,0.0057,2008,151,16,93430,119.476,,0,0,3943,0,0.0
Instances/Instances 3/rat783_04.gt,782,10.0,86400.0,PTVRP,705808.0,430,14,0.0029,,,,,,,,,,,
Instances/Instances 3/rat783_04.gt,782,10.0,86400.0,PTVRP_CONT,705808.0,430,14,0.0046,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_04.gt,782,10.0,86400.0,PTVRP_CONT_FIX,705808.0,430,14,0.0033,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_04.gt,782,10.0,86400.0,PTVRP_LAYERED,705808.0,436,14,0.0054,1951,134,14,81472,104.184,,,,,,0.0
Instances/Instances 3/rat783_04.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,705808.0,436,14,0.0059,1951,140,14,92100,117.775,,0,0,3947,0,0.0
Instances/Instances 3/rat783_05.gt,782,10.0,86400.0,PTVRP,719690.0,438,15,0.0036,,,,,,,,,,,
Instances/Instances 3/rat783_05.gt,782,10.0,86400.0,PTVRP_CONT,719690.0,438,15,0.0046,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_05.gt,782,10.0,86400.0,PTVRP_CONT_FIX,719690.0,438,15,0.0034,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_05.gt,782,10.0,86400.0,PTVRP_LAYERED,719690.0,438,15,0.0054,2006,136,19,82392,105.361,,,,,,0.0
Instances/Instances 3/rat783_05.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,719690.0,438,15,0.0059,2006,145,19,93580,119.668,,0,0,3977,0,0.0
Instances/Instances 3/rat783_06.gt,782,10.0,86400.0,PTVRP,720841.0,444,16,0.0033,,,,,,,,,,,
Instances/Instances 3/rat783_06.gt,782,10.0,86400.0,PTVRP_CONT,720841.0,444,16,0.0046,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_06.gt,782,10.0,86400.0,PTVRP_CONT_FIX,720841.0,444,16,0.0035,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_06.gt,782,10.0,86400.0,PTVRP_LAYERED,720841.0,444,16,0.0053,1996,140,16,81546,104.279,,,,,,0.0
Instances/Instances 3/rat783_06.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,720841.0,444,16,0.006,1996,148,16,92646,118.473,,0,0,3890,0,0.0
Instances/Instances 3/rat783_07.gt,782,10.0,86400.0,PTVRP,722484.0,443,13,0.0033,,,,,,,,,,,
Instances/Instances 3/rat783_07.gt,782,10.0,86400.0,PTVRP_CONT,722484.0,443,13,0.0044,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_07.gt,782,10.0,86400.0,PTVRP_CONT_FIX,722484.0,443,13,0.0036,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_07.gt,782,10.0,86400.0,PTVRP_LAYERED,722484.0,443,13,0.0053,1999,139,14,82124,105.018,,,,,,0.0
Instances/Instances 3/rat783_07.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,722484.0,443,13,0.0055,1999,149,14,93070,119.015,,0,0,4003,0,0.0
Instances/Instances 3/rat783_08.gt,782,10.0,86400.0,PTVRP,704351.0,447,14,0.0029,,,,,,,,,,,
Instances/Instances 3/rat783_08.gt,782,10.0,86400.0,PTVRP_CONT,704351.0,447,14,0.0045,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_08.gt,782,10.0,86400.0,PTVRP_CONT_FIX,704351.0,447,14,0.003,,,,,,0,,0,,,0.0
Instances/Instances 3/rat783_08.gt,782,10.0,86400.0,PTVRP_LAYERED,704351.0,449,14,0.0049,1963,139,15,81532,104.261,,,,,,0.0
Instances/Instances 3/rat783_08.gt,782,10.0,86400.0,PTVRP_LAYERED_CONT_FIX,704351.0,449,14,0.0058,1963,144,15,92323,118.06,,0,0,3945,0,0.0
